FAKEID,prob of Renewal,prob of Defect,Predicted Defect
593V53GZ,1.0,0.0,0
250T24EE,0.0,1.0,1
126M13TD,1.0,0.0,0
405G36ED,1.0,0.0,0
052N59FJ,1.0,0.0,0
509P00OH,0.0,1.0,1
251R08AI,0.0,1.0,1
640Y85OX,1.0,0.0,0
423E22JL,1.0,0.0,0
599W20AZ,1.0,0.0,0
514E44PC,0.0,1.0,1
441I21TK,0.0,1.0,1
244L54OW,1.0,0.0,0
630B30XT,0.0,1.0,1
135P73HQ,0.0,1.0,1
691I75SV,1.0,0.0,0
054W93QC,0.0,1.0,1
738M91UE,0.0,1.0,1
526Y34WO,1.0,0.0,0
541I57PD,0.0,1.0,1
145R60IY,0.5,0.5,0
579Z54OW,1.0,0.0,0
889P27PS,1.0,0.0,0
485V16XN,0.0,1.0,1
976D09BH,0.0,1.0,1
951T79BE,0.0,1.0,1
157Z59UR,1.0,0.0,0
737M34ZB,0.0,1.0,1
801G79ZF,0.0,1.0,1
176Q74YR,1.0,0.0,0
519N28TO,1.0,0.0,0
193G74TY,0.0,1.0,1
977K41RT,1.0,0.0,0
045O97SG,1.0,0.0,0
536H16PW,0.0,1.0,1
233S00GB,1.0,0.0,0
495L41PY,0.0,1.0,1
790L44HF,0.0,1.0,1
056Z11IG,0.0,1.0,1
058W11MR,1.0,0.0,0
802G97BT,1.0,0.0,0
466V15OZ,1.0,0.0,0
637E80ET,0.0,1.0,1
015F50RC,0.0,1.0,1
733B19XA,0.0,1.0,1
114I20CO,1.0,0.0,0
925V44HT,1.0,0.0,0
092I70AE,1.0,0.0,0
406X96VK,0.0,1.0,1
456O71UV,0.0,1.0,1
394F01DF,0.0,1.0,1
891U75NU,0.0,1.0,1
791W27QZ,0.0,1.0,1
187C17TJ,1.0,0.0,0
829D73VP,1.0,0.0,0
453Z61HZ,1.0,0.0,0
322U66AA,0.0,1.0,1
317C77IX,1.0,0.0,0
437G82RU,1.0,0.0,0
642X74EF,1.0,0.0,0
227T38MC,0.0,1.0,1
897M31EW,0.0,1.0,1
956U57UN,0.0,1.0,1
378N50JV,0.0,1.0,1
806Q52WZ,1.0,0.0,0
856F70GP,0.0,1.0,1
605Y91CV,0.0,1.0,1
345Y04YX,0.0,1.0,1
526Z27DY,0.0,1.0,1
839E03TU,1.0,0.0,0
484C64ZZ,0.0,1.0,1
326C35AC,0.0,1.0,1
156B96BG,1.0,0.0,0
638H94AI,1.0,0.0,0
232H87FI,1.0,0.0,0
534Z73ZX,0.0,1.0,1
262P17ET,1.0,0.0,0
607Y56IM,0.0,1.0,1
261J57SP,0.0,1.0,1
656L25WZ,1.0,0.0,0
541J35EZ,0.3333333333333333,0.6666666666666666,1
757L22ZZ,0.0,1.0,1
019W88BQ,0.0,1.0,1
693T70DT,1.0,0.0,0
235K42QL,0.0,1.0,1
907P19RG,0.0,1.0,1
684X01OY,1.0,0.0,0
314J54IO,1.0,0.0,0
961M73YD,1.0,0.0,0
222K04VW,0.0,1.0,1
204E70BL,0.0,1.0,1
899N38ES,0.0,1.0,1
834X80XG,1.0,0.0,0
483E06IQ,1.0,0.0,0
987Z92DB,0.0,1.0,1
363R77CU,0.0,1.0,1
051X46ZN,1.0,0.0,0
690T50LK,1.0,0.0,0
572A65KL,1.0,0.0,0
205F66UG,0.0,1.0,1
443C60YR,0.0,1.0,1
277F84QI,0.0,1.0,1
924B12EI,0.0,1.0,1
604C96CV,1.0,0.0,0
671J35LT,0.0,1.0,1
496X44LD,1.0,0.0,0
030X48PP,0.0,1.0,1
274J11WN,1.0,0.0,0
414K69ZD,1.0,0.0,0
902G46AJ,1.0,0.0,0
174D59HY,0.0,1.0,1
888V00CD,1.0,0.0,0
493N34KI,1.0,0.0,0
695T29XJ,0.0,1.0,1
709O01GR,0.0,1.0,1
483O60ZR,0.0,1.0,1
819J54GS,1.0,0.0,0
686P89IM,1.0,0.0,0
403Y55YW,0.0,1.0,1
155A80GO,0.0,1.0,1
589Q08DT,1.0,0.0,0
896V85EX,0.0,1.0,1
906O87BI,1.0,0.0,0
673B31KA,0.0,1.0,1
243Q76CC,0.0,1.0,1
029A72QA,0.0,1.0,1
172K78PT,0.0,1.0,1
250T05KD,0.0,1.0,1
789W70QQ,1.0,0.0,0
729Z75JC,0.0,1.0,1
787D32TB,1.0,0.0,0
943M97GH,1.0,0.0,0
670O41PE,1.0,0.0,0
343X92DF,0.0,1.0,1
188T82UG,1.0,0.0,0
460U58AG,0.0,1.0,1
112C44TA,1.0,0.0,0
471H05TF,0.0,1.0,1
354M03NV,1.0,0.0,0
851W37WC,0.0,1.0,1
935Q52VM,0.0,1.0,1
407X40PC,0.0,1.0,1
261K26CE,0.0,1.0,1
464E33KV,0.0,1.0,1
732Q43IZ,0.0,1.0,1
376T40KK,0.0,1.0,1
152T10GZ,1.0,0.0,0
608W95PO,0.0,1.0,1
449S23LB,0.0,1.0,1
812U54VA,0.0,1.0,1
218F55GC,0.5,0.5,0
189A85KK,1.0,0.0,0
518B78PI,0.0,1.0,1
039L17XG,1.0,0.0,0
297X82NJ,0.0,1.0,1
088Q55HJ,1.0,0.0,0
367U03JK,1.0,0.0,0
453Y79GN,1.0,0.0,0
041V08UW,1.0,0.0,0
762S47MS,1.0,0.0,0
678H29EU,0.0,1.0,1
745S50WW,0.0,1.0,1
907M11JR,1.0,0.0,0
369R23QP,1.0,0.0,0
353O61MZ,1.0,0.0,0
428H23TJ,1.0,0.0,0
907S39FT,0.0,1.0,1
906Z87TR,0.0,1.0,1
278A34FM,1.0,0.0,0
281Z56GB,1.0,0.0,0
678H09LI,0.0,1.0,1
559G31FW,1.0,0.0,0
999N51KE,1.0,0.0,0
920X50VP,1.0,0.0,0
687M10SU,1.0,0.0,0
710C56DJ,0.0,1.0,1
331G51EH,0.0,1.0,1
528Z58AY,0.0,1.0,1
263G51AH,1.0,0.0,0
741S40JU,0.0,1.0,1
882H69SO,1.0,0.0,0
846I95CE,1.0,0.0,0
054T13AO,1.0,0.0,0
907Y52SE,1.0,0.0,0
311Z31VK,0.0,1.0,1
621Z26BS,0.5,0.5,0
303B24OI,0.0,1.0,1
867D81FR,0.0,1.0,1
018L67XH,0.0,1.0,1
728V43WZ,1.0,0.0,0
663M31MM,1.0,0.0,0
961O29YO,0.0,1.0,1
752U97VF,0.0,1.0,1
983M78CZ,0.0,1.0,1
376B77PP,0.0,1.0,1
509Y57AO,0.0,1.0,1
908W86PO,1.0,0.0,0
636J48RW,0.0,1.0,1
022M33YP,1.0,0.0,0
889V31RF,0.0,1.0,1
030U36UQ,0.0,1.0,1
679Q33CP,0.0,1.0,1
046L20YY,1.0,0.0,0
344Q10VR,1.0,0.0,0
346U36EF,1.0,0.0,0
998S79WI,1.0,0.0,0
279Q92IV,0.0,1.0,1
013G81PD,0.0,1.0,1
903R85VP,0.6666666666666666,0.3333333333333333,0
446S14BB,1.0,0.0,0
205I49HG,0.0,1.0,1
769Y78IG,1.0,0.0,0
627D34MY,0.0,1.0,1
725B80SA,1.0,0.0,0
373S72NH,0.0,1.0,1
567P58SV,1.0,0.0,0
731Y94WA,1.0,0.0,0
741M36OK,1.0,0.0,0
282E30JS,0.0,1.0,1
324F37FF,0.0,1.0,1
761Q43RG,1.0,0.0,0
428J83LG,0.0,1.0,1
576D92VM,0.0,1.0,1
948C09RJ,1.0,0.0,0
593J84TV,0.0,1.0,1
924W39GD,1.0,0.0,0
865R90RB,0.0,1.0,1
921D45IN,1.0,0.0,0
059X25LM,1.0,0.0,0
767I49SS,0.0,1.0,1
824C22WS,1.0,0.0,0
827O02NL,1.0,0.0,0
247P22UX,1.0,0.0,0
356T43KH,0.0,1.0,1
602N61NH,0.0,1.0,1
956D85DE,0.0,1.0,1
601G94OS,0.0,1.0,1
257Z46FM,0.0,1.0,1
082A97CM,1.0,0.0,0
943O38FQ,0.0,1.0,1
022K46NC,1.0,0.0,0
927E89KM,0.0,1.0,1
401V04SR,1.0,0.0,0
742J49JT,1.0,0.0,0
026P34NE,0.0,1.0,1
488V16NG,1.0,0.0,0
794P01TI,1.0,0.0,0
509C22PH,1.0,0.0,0
900C34UP,0.0,1.0,1
391W17BH,1.0,0.0,0
226J64NA,0.0,1.0,1
725J91AY,1.0,0.0,0
664Y97JN,1.0,0.0,0
935S14XR,1.0,0.0,0
556Y27DF,0.0,1.0,1
174V99EY,1.0,0.0,0
626W91ZI,0.0,1.0,1
583O02SV,0.0,1.0,1
071L85KO,1.0,0.0,0
092Q87BS,0.0,1.0,1
606L81VB,1.0,0.0,0
728A20HQ,0.0,1.0,1
398D11VG,0.0,1.0,1
712B82WY,1.0,0.0,0
316V82PZ,1.0,0.0,0
029S07GM,1.0,0.0,0
543X17VQ,1.0,0.0,0
836Q91SM,1.0,0.0,0
727X62OY,1.0,0.0,0
014R49FP,1.0,0.0,0
321O87CW,0.0,1.0,1
737V14WG,1.0,0.0,0
261X22UF,0.0,1.0,1
099V53WA,1.0,0.0,0
564H29HP,1.0,0.0,0
784T74YC,1.0,0.0,0
611T82JW,1.0,0.0,0
672T69VA,1.0,0.0,0
443U83LQ,1.0,0.0,0
038O57MW,0.0,1.0,1
645P03EY,0.0,1.0,1
940D78CV,0.0,1.0,1
483V92SW,1.0,0.0,0
222D26QQ,0.0,1.0,1
814Q76YM,0.0,1.0,1
809L72HJ,1.0,0.0,0
844N29OR,1.0,0.0,0
794B04RW,1.0,0.0,0
763Q46CF,0.0,1.0,1
603B09HY,0.0,1.0,1
324X69ZG,1.0,0.0,0
608O53IN,1.0,0.0,0
656V75LF,0.0,1.0,1
277P13QN,0.0,1.0,1
687C47AO,1.0,0.0,0
753N55PW,1.0,0.0,0
714F63AG,1.0,0.0,0
749N07ET,1.0,0.0,0
189H37MU,0.0,1.0,1
777A53KO,0.0,1.0,1
005S21PC,1.0,0.0,0
686N63TL,0.0,1.0,1
809X51FL,1.0,0.0,0
156Q67KS,0.0,1.0,1
720W03MU,1.0,0.0,0
448Y30LT,0.0,1.0,1
404F76OQ,0.0,1.0,1
381F86WW,1.0,0.0,0
267T82JI,1.0,0.0,0
593Z50ZM,0.0,1.0,1
080L76TD,1.0,0.0,0
768X50SG,1.0,0.0,0
334M91RF,0.0,1.0,1
498M32OL,0.5,0.5,0
973M32BV,0.0,1.0,1
042O78ZY,1.0,0.0,0
031D59GA,0.0,1.0,1
270P08BW,0.0,1.0,1
768S55UB,1.0,0.0,0
866Z35ER,1.0,0.0,0
630E67HY,0.0,1.0,1
987B42UM,0.0,1.0,1
110X00DS,1.0,0.0,0
228Z32QQ,0.0,1.0,1
132Z26VW,1.0,0.0,0
960Z06TM,0.0,1.0,1
868I66UH,1.0,0.0,0
782P99WE,1.0,0.0,0
720W78NC,1.0,0.0,0
910D14JJ,1.0,0.0,0
660Q54SS,1.0,0.0,0
666J39HK,0.0,1.0,1
775F50PF,0.0,1.0,1
078O82MW,1.0,0.0,0
981L59AB,1.0,0.0,0
807S91DX,1.0,0.0,0
700F35DY,1.0,0.0,0
751W53UF,0.0,1.0,1
598N96OX,0.0,1.0,1
622Y80MX,0.0,1.0,1
974L91CX,1.0,0.0,0
782S05IU,0.0,1.0,1
788I36ZS,0.0,1.0,1
634Y11PW,0.0,1.0,1
644Q37HQ,0.0,1.0,1
849W29SI,0.0,1.0,1
025U74BW,1.0,0.0,0
564E02XG,0.0,1.0,1
917W14WG,0.0,1.0,1
316O79LN,0.0,1.0,1
680L61TU,0.0,1.0,1
456F66ZS,0.0,1.0,1
530D02EH,1.0,0.0,0
422O17GP,1.0,0.0,0
055J26MB,1.0,0.0,0
525W61FF,0.0,1.0,1
126U22RC,0.0,1.0,1
509D22TU,0.0,1.0,1
490Z41MX,1.0,0.0,0
122X97AJ,1.0,0.0,0
890Q51UH,0.0,1.0,1
265R88KD,1.0,0.0,0
045G59CM,1.0,0.0,0
492N88ZZ,0.0,1.0,1
967T39RW,1.0,0.0,0
439J93JK,0.0,1.0,1
577U03TM,0.0,1.0,1
859T09CA,1.0,0.0,0
307T55JP,0.6,0.4,0
319Z80UR,1.0,0.0,0
952O97PF,0.0,1.0,1
774L67VL,1.0,0.0,0
267S71IC,0.0,1.0,1
696O00NK,1.0,0.0,0
792B12IB,1.0,0.0,0
788P30CJ,1.0,0.0,0
991U24RZ,1.0,0.0,0
923T05GP,1.0,0.0,0
802Y35YL,1.0,0.0,0
263B67WO,0.0,1.0,1
775H98ZU,0.0,1.0,1
794M15ZE,1.0,0.0,0
892Y05DM,0.0,1.0,1
478O75XF,0.0,1.0,1
340T95YC,1.0,0.0,0
404Z76GQ,1.0,0.0,0
400P74CZ,0.0,1.0,1
925B12OR,1.0,0.0,0
552K91FB,0.0,1.0,1
136Q59EJ,1.0,0.0,0
895C00SU,0.0,1.0,1
072H01ON,0.0,1.0,1
372E34TG,0.0,1.0,1
651S82DJ,0.0,1.0,1
079U52BL,0.0,1.0,1
923R26EG,1.0,0.0,0
411M69OJ,1.0,0.0,0
469N48CD,1.0,0.0,0
965Y24NU,1.0,0.0,0
109Y91UH,0.0,1.0,1
457N57MY,0.0,1.0,1
307L56MQ,1.0,0.0,0
087T69KC,1.0,0.0,0
486V38JG,1.0,0.0,0
872N03UN,0.0,1.0,1
020X33MN,1.0,0.0,0
839S25FI,0.0,1.0,1
813L65UV,1.0,0.0,0
577C25GC,0.0,1.0,1
079Q43WA,0.0,1.0,1
885E06EU,0.0,1.0,1
885V04CU,1.0,0.0,0
379M20VU,1.0,0.0,0
099R51UB,0.0,1.0,1
672E16GB,0.0,1.0,1
223I18EV,0.0,1.0,1
557S50WH,0.0,1.0,1
936T73AX,1.0,0.0,0
717G78YY,1.0,0.0,0
401F85BG,0.0,1.0,1
683N25NQ,0.0,1.0,1
117L66YB,1.0,0.0,0
219K87OI,0.0,1.0,1
201F91AO,0.0,1.0,1
243V54DQ,0.0,1.0,1
858C32PY,0.0,1.0,1
705O23VG,1.0,0.0,0
895X91BA,0.0,1.0,1
736D53BH,1.0,0.0,0
982C24TH,0.0,1.0,1
382K02ZE,0.0,1.0,1
935C93PM,0.5,0.5,0
869S65GP,1.0,0.0,0
553P96CQ,0.0,1.0,1
840I34TH,0.0,1.0,1
119D30GC,0.0,1.0,1
892B34RH,0.0,1.0,1
581A01OA,0.0,1.0,1
141J40SV,1.0,0.0,0
263J97IU,1.0,0.0,0
049R43YZ,0.0,1.0,1
030T09GL,0.0,1.0,1
911I22VB,0.0,1.0,1
843G71QK,1.0,0.0,0
027G37YR,1.0,0.0,0
139B89EH,1.0,0.0,0
678N25BN,0.0,1.0,1
357S15DM,0.0,1.0,1
772G12TL,1.0,0.0,0
901L59VI,0.5,0.5,0
717V94GY,0.0,1.0,1
092W48OZ,1.0,0.0,0
210C23YY,0.0,1.0,1
167V59DS,1.0,0.0,0
607Z32IV,0.0,1.0,1
442K88KW,0.0,1.0,1
282P56ZU,1.0,0.0,0
736D08AV,1.0,0.0,0
814X61QN,1.0,0.0,0
707S09HF,0.0,1.0,1
260R64ZU,1.0,0.0,0
897Q06JD,1.0,0.0,0
304H18WG,1.0,0.0,0
737L71GX,1.0,0.0,0
105T92EI,0.0,1.0,1
622C31IJ,0.0,1.0,1
987L05HX,0.0,1.0,1
154F26OW,0.0,1.0,1
942N43ZH,1.0,0.0,0
884Z16VC,1.0,0.0,0
505P10BW,0.0,1.0,1
413T23BM,1.0,0.0,0
570M98YN,1.0,0.0,0
994X44YN,0.0,1.0,1
550P36NU,1.0,0.0,0
519L66QN,1.0,0.0,0
219F30DQ,0.0,1.0,1
197I74JW,1.0,0.0,0
382G48DC,0.0,1.0,1
152R76CV,1.0,0.0,0
801H08FC,0.0,1.0,1
826A07IV,1.0,0.0,0
285A01QP,1.0,0.0,0
810J15XQ,0.0,1.0,1
909C80VK,1.0,0.0,0
231X63WE,0.0,1.0,1
189H47FF,0.0,1.0,1
496C67DC,0.0,1.0,1
014Q63EA,0.0,1.0,1
637H37UM,0.5,0.5,0
386L90ZC,0.0,1.0,1
170W54JC,0.0,1.0,1
097E07RL,0.0,1.0,1
598O28LD,1.0,0.0,0
953A81RJ,0.0,1.0,1
886E32HI,1.0,0.0,0
960S81CH,0.0,1.0,1
840Y13JO,0.0,1.0,1
973Y67RC,0.0,1.0,1
028G65YW,0.0,1.0,1
335X40HO,0.0,1.0,1
729U34ZQ,0.0,1.0,1
548Y01EE,0.0,1.0,1
674T22VM,0.0,1.0,1
414W69YQ,0.0,1.0,1
116U77VJ,0.0,1.0,1
769S68NW,1.0,0.0,0
872E97XN,0.0,1.0,1
506P23XN,1.0,0.0,0
495M95LI,0.0,1.0,1
726F72BV,1.0,0.0,0
465J35ST,1.0,0.0,0
860N18UJ,1.0,0.0,0
978Y29LW,1.0,0.0,0
646H03TW,0.0,1.0,1
960U23FJ,1.0,0.0,0
741J41OJ,0.0,1.0,1
680I46IC,0.0,1.0,1
726S76ZB,1.0,0.0,0
215A45OL,1.0,0.0,0
602N01IT,1.0,0.0,0
826I93ZJ,1.0,0.0,0
198A07KA,1.0,0.0,0
934N37GI,0.0,1.0,1
972U60EJ,0.0,1.0,1
546P49QL,1.0,0.0,0
000N61NM,0.0,1.0,1
802B44NE,1.0,0.0,0
037R93EX,1.0,0.0,0
467K27SG,0.0,1.0,1
398I22UH,1.0,0.0,0
156D82EP,0.0,1.0,1
374S10ML,0.0,1.0,1
630A11DI,1.0,0.0,0
092Q85RH,1.0,0.0,0
408N72SX,0.0,1.0,1
102W67PH,0.0,1.0,1
373H95HN,0.0,1.0,1
848K34SC,1.0,0.0,0
929D41FP,1.0,0.0,0
537S61NJ,0.0,1.0,1
345W68KL,0.5,0.5,0
376Z16JJ,1.0,0.0,0
172K89IK,1.0,0.0,0
990V38PD,0.0,1.0,1
179L45LM,1.0,0.0,0
043C51SN,0.0,1.0,1
838E10FG,1.0,0.0,0
959M78JM,0.0,1.0,1
412P52GA,1.0,0.0,0
374J94QH,1.0,0.0,0
095X74CM,1.0,0.0,0
950Y72VJ,0.0,1.0,1
714K98UE,1.0,0.0,0
365M09OQ,0.0,1.0,1
755N22YB,1.0,0.0,0
522R20DL,1.0,0.0,0
192B31YN,1.0,0.0,0
696H83UE,0.0,1.0,1
395L77GS,0.0,1.0,1
939G28RN,1.0,0.0,0
059N20YQ,0.0,1.0,1
223H62LC,0.0,1.0,1
408W37VY,0.0,1.0,1
286L06OI,1.0,0.0,0
497H01RA,0.0,1.0,1
324J04HU,1.0,0.0,0
352E49BK,1.0,0.0,0
734D55TW,1.0,0.0,0
950U18DV,1.0,0.0,0
680O77DE,0.0,1.0,1
138T85SQ,1.0,0.0,0
067E27QT,0.0,1.0,1
957D52ZX,0.0,1.0,1
652N02XT,1.0,0.0,0
045H21FP,0.0,1.0,1
936I20JR,1.0,0.0,0
379A16NJ,0.0,1.0,1
660O68GW,0.0,1.0,1
239A74UV,1.0,0.0,0
350Y27JX,1.0,0.0,0
880K26QA,0.0,1.0,1
933N88RK,1.0,0.0,0
878Z86KD,0.0,1.0,1
850O17YZ,1.0,0.0,0
574S36XI,0.0,1.0,1
985H95PE,0.0,1.0,1
267W25RS,0.5,0.5,0
045M24FN,0.0,1.0,1
740V72LX,0.0,1.0,1
446Y57PC,1.0,0.0,0
187A10OE,0.0,1.0,1
410K02WZ,0.0,1.0,1
410M81OM,0.0,1.0,1
451S86TR,0.0,1.0,1
920R35SC,0.0,1.0,1
347M31LA,1.0,0.0,0
351F69EV,0.4444444444444444,0.5555555555555556,1
250H34NC,1.0,0.0,0
936S32PK,0.0,1.0,1
918J31LR,0.0,1.0,1
369T49DO,0.0,1.0,1
728X58QI,0.0,1.0,1
770M11TB,0.0,1.0,1
258P81OZ,1.0,0.0,0
848D61FH,0.0,1.0,1
870N43UK,1.0,0.0,0
080U90LC,0.0,1.0,1
986W96UE,1.0,0.0,0
434E11GZ,0.0,1.0,1
326V82LX,0.0,1.0,1
423L19JI,1.0,0.0,0
651I81RP,0.0,1.0,1
678Y20VS,0.0,1.0,1
528F50DL,0.0,1.0,1
760V75TJ,1.0,0.0,0
981O15JS,1.0,0.0,0
196W46KF,0.0,1.0,1
226J85PH,0.0,1.0,1
772S02UK,1.0,0.0,0
058V48FG,0.0,1.0,1
109W55CE,1.0,0.0,0
970G63MA,1.0,0.0,0
168J26QP,0.0,1.0,1
817X95NJ,0.0,1.0,1
740U73DV,0.0,1.0,1
017F56KV,1.0,0.0,0
842P54KK,0.0,1.0,1
855X40QV,0.0,1.0,1
064H50QC,0.0,1.0,1
661I41EX,0.0,1.0,1
234P77MQ,0.0,1.0,1
883J50SW,1.0,0.0,0
802S56VM,1.0,0.0,0
558J96QJ,0.0,1.0,1
367J95LO,0.0,1.0,1
466W23MY,1.0,0.0,0
384I35KZ,1.0,0.0,0
294O32PN,1.0,0.0,0
461Y03XA,0.0,1.0,1
178M88MT,0.0,1.0,1
186F90KG,1.0,0.0,0
803H32RW,0.0,1.0,1
062L39CX,1.0,0.0,0
851O07OH,0.0,1.0,1
397A37WS,1.0,0.0,0
716B85WQ,1.0,0.0,0
494D86UG,1.0,0.0,0
031I15WQ,1.0,0.0,0
207N23AH,0.0,1.0,1
433A55IS,1.0,0.0,0
209Q96RI,1.0,0.0,0
560T54EP,0.0,1.0,1
555Z24AB,0.0,1.0,1
957X45FB,0.0,1.0,1
105S62QG,0.0,1.0,1
635L72SA,1.0,0.0,0
933Z35XO,1.0,0.0,0
905S06SI,0.0,1.0,1
319T05IN,1.0,0.0,0
608D29MB,0.0,1.0,1
549B56LE,1.0,0.0,0
833R64DU,1.0,0.0,0
342L96WP,1.0,0.0,0
828Y29CM,0.0,1.0,1
885H95TO,0.0,1.0,1
134T38RK,0.0,1.0,1
460O36NM,0.0,1.0,1
233J96UK,0.0,1.0,1
993W46JS,0.0,1.0,1
609J80NS,0.0,1.0,1
696B90QS,0.0,1.0,1
318O41SK,0.0,1.0,1
014W54WF,1.0,0.0,0
859V92ZO,1.0,0.0,0
324W22SI,1.0,0.0,0
531U78CT,1.0,0.0,0
194U70VA,0.0,1.0,1
223B69OE,0.0,1.0,1
067V33JO,0.0,1.0,1
562K51OM,0.0,1.0,1
721G02HL,0.0,1.0,1
806Y94FN,0.0,1.0,1
128Z82ZO,1.0,0.0,0
179D92VY,0.0,1.0,1
633J23LH,1.0,0.0,0
028K33HB,0.0,1.0,1
408P32UA,0.0,1.0,1
818I09KH,0.0,1.0,1
783M86BU,0.0,1.0,1
161K70GJ,0.0,1.0,1
865B05KO,0.0,1.0,1
199A23JO,1.0,0.0,0
409A42FR,0.0,1.0,1
602I25LM,1.0,0.0,0
565B96GM,0.0,1.0,1
272Y31OG,0.5,0.5,0
407U18FO,0.0,1.0,1
299E10CL,0.0,1.0,1
524Q01SX,1.0,0.0,0
957V19LT,0.0,1.0,1
195W71CB,0.0,1.0,1
854O75VF,0.0,1.0,1
046V15OC,0.0,1.0,1
412H27OB,0.0,1.0,1
802K39BT,1.0,0.0,0
394N06MW,1.0,0.0,0
735H41HV,1.0,0.0,0
753U08LB,1.0,0.0,0
950G09PF,0.0,1.0,1
065H43KQ,0.0,1.0,1
306V54VP,0.0,1.0,1
830C68MG,0.0,1.0,1
925A82DM,0.0,1.0,1
401R24LO,0.0,1.0,1
359Q51YI,0.0,1.0,1
025I30LD,0.0,1.0,1
011I53SL,0.0,1.0,1
323M07SP,1.0,0.0,0
038T86TJ,1.0,0.0,0
299H46MM,1.0,0.0,0
449S12JL,0.0,1.0,1
987F11MK,0.0,1.0,1
379W20XJ,1.0,0.0,0
306Q90BH,0.0,1.0,1
266Q42XF,1.0,0.0,0
853A87SA,1.0,0.0,0
961Y32ZK,0.0,1.0,1
012F36CX,0.8,0.2,0
683Q89UY,0.0,1.0,1
810E68ZI,1.0,0.0,0
409C14II,0.0,1.0,1
387Q47MK,0.0,1.0,1
128U70EV,1.0,0.0,0
741X88MQ,1.0,0.0,0
942F56DS,1.0,0.0,0
680U09KB,1.0,0.0,0
281F41RM,1.0,0.0,0
354L77RP,0.0,1.0,1
904D37BZ,0.0,1.0,1
279O75HI,1.0,0.0,0
844O19PJ,1.0,0.0,0
822A10PF,1.0,0.0,0
492Z82DB,0.0,1.0,1
693O30HK,0.0,1.0,1
557U70WW,0.0,1.0,1
885B61SJ,1.0,0.0,0
906X79DC,0.0,1.0,1
422N17MA,1.0,0.0,0
882Z82GG,0.0,1.0,1
752M56VF,0.0,1.0,1
584J59PK,0.0,1.0,1
992P32YA,0.0,1.0,1
482O18KY,1.0,0.0,0
970O25ET,0.0,1.0,1
196S28YV,0.0,1.0,1
659V35RJ,0.0,1.0,1
617G88UE,1.0,0.0,0
087F36AO,0.0,1.0,1
604P22RU,0.0,1.0,1
968W00QC,0.0,1.0,1
875Y55SC,1.0,0.0,0
969R34RK,0.0,1.0,1
651V09BN,1.0,0.0,0
497Y87VH,0.0,1.0,1
217J36UH,1.0,0.0,0
647B28TY,0.0,1.0,1
997F18DR,0.0,1.0,1
730P38HV,0.0,1.0,1
755M33UI,0.0,1.0,1
661P78OS,0.0,1.0,1
811H89DH,1.0,0.0,0
302T75KR,0.0,1.0,1
747F71UU,1.0,0.0,0
851H14YP,0.0,1.0,1
827H43LJ,1.0,0.0,0
490M68ST,0.0,1.0,1
044O51FR,1.0,0.0,0
719G19GD,0.0,1.0,1
229T48QT,0.0,1.0,1
573W20DJ,0.0,1.0,1
813D22ZZ,0.0,1.0,1
546Z66BR,1.0,0.0,0
490O28BY,0.0,1.0,1
218P55FN,0.0,1.0,1
153I59XK,1.0,0.0,0
667A98II,0.0,1.0,1
872X56HQ,1.0,0.0,0
230I00EF,1.0,0.0,0
907D33HC,1.0,0.0,0
753C39TU,1.0,0.0,0
416G92UG,0.0,1.0,1
052O09IX,1.0,0.0,0
679G34HK,0.0,1.0,1
035U42OT,0.0,1.0,1
874T63KB,0.0,1.0,1
681G03OF,1.0,0.0,0
767X86YH,1.0,0.0,0
803R11KU,1.0,0.0,0
970T14IZ,0.0,1.0,1
715N21AM,1.0,0.0,0
935D04ZI,1.0,0.0,0
237B03LW,0.0,1.0,1
537K64KA,0.0,1.0,1
670I55XA,0.0,1.0,1
482P87ET,0.25,0.75,1
840F43NC,1.0,0.0,0
805K64ZG,1.0,0.0,0
060N50XQ,0.0,1.0,1
910G17RH,1.0,0.0,0
657S83WC,0.0,1.0,1
929G88VL,0.0,1.0,1
312V22SS,1.0,0.0,0
313G33WB,1.0,0.0,0
441X09MZ,1.0,0.0,0
289Z28CB,0.0,1.0,1
957V02GZ,1.0,0.0,0
392L43HK,1.0,0.0,0
725I58GH,0.0,1.0,1
556V46JL,1.0,0.0,0
790R08UW,1.0,0.0,0
245R55GC,1.0,0.0,0
871V16DH,1.0,0.0,0
616Q64WI,0.6666666666666666,0.3333333333333333,0
611H68YH,0.0,1.0,1
034Q56BL,1.0,0.0,0
365T43GN,1.0,0.0,0
574C86LY,0.0,1.0,1
484Z32SB,0.0,1.0,1
167R54RS,0.0,1.0,1
422I94YJ,1.0,0.0,0
907P47IE,1.0,0.0,0
385Z96IE,1.0,0.0,0
526L96CR,1.0,0.0,0
545B88ZF,0.0,1.0,1
939H67UC,1.0,0.0,0
532N19IZ,1.0,0.0,0
180B25IN,0.0,1.0,1
864Y10RY,1.0,0.0,0
928D50AU,1.0,0.0,0
601S48FD,0.0,1.0,1
197B99QQ,0.5,0.5,0
305Y20WF,1.0,0.0,0
170S25XV,1.0,0.0,0
152A76ZA,0.0,1.0,1
369E81JR,1.0,0.0,0
035Y96NU,0.0,1.0,1
527R96JK,0.0,1.0,1
486U83QV,1.0,0.0,0
680R38NK,0.5,0.5,0
859D54KF,1.0,0.0,0
880F03QR,1.0,0.0,0
791R40PB,1.0,0.0,0
433K33DV,1.0,0.0,0
076Q86LY,0.0,1.0,1
